arm,subset,family,n,executed,metric,estimate,numerator,denominator,ci95_low,ci95_high
D,all,I1,48,48,IAR,1.0,48,48,1.0,1.0
D,all,I1,48,48,IDR,0.0,0,48,0.0,0.0
D,all,I1,48,48,IDR_indet,,0,0,,
D,all,I1,48,48,coverage,1.0,48,48,1.0,1.0
D,all,I1,48,48,abstention,0.0,0,48,0.0,0.0
D,all,I1,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,I1,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,I10,48,48,VAR,,0,0,,
D,all,I10,48,48,VRR,,0,0,,
D,all,I10,48,48,VIR,,0,0,,
D,all,I10,48,48,IAR,1.0,48,48,1.0,1.0
D,all,I10,48,48,IDR,0.0,0,48,0.0,0.0
D,all,I10,48,48,IDR_indet,,0,0,,
D,all,I10,48,48,coverage,1.0,48,48,1.0,1.0
D,all,I10,48,48,abstention,0.0,0,48,0.0,0.0
D,all,I10,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,I10,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,I2,96,96,VAR,,0,0,,
D,all,I2,96,96,VRR,,0,0,,
D,all,I2,96,96,VIR,,0,0,,
D,all,I2,96,96,IAR,1.0,96,96,1.0,1.0
D,all,I2,96,96,IDR,0.0,0,96,0.0,0.0
D,all,I2,96,96,IDR_indet,,0,0,,
D,all,I2,96,96,coverage,1.0,96,96,1.0,1.0
D,all,I2,96,96,abstention,0.0,0,96,0.0,0.0
D,all,I2,96,96,decision_coverage,1.0,96,96,1.0,1.0
D,all,I2,96,96,accuracy,0.0,0,96,0.0,0.0
D,all,I3,96,96,VAR,,0,0,,
D,all,I3,96,96,VRR,,0,0,,
D,all,I3,96,96,VIR,,0,0,,
D,all,I3,96,96,IAR,1.0,96,96,1.0,1.0
D,all,I3,96,96,IDR,0.0,0,96,0.0,0.0
D,all,I3,96,96,IDR_indet,,0,0,,
D,all,I3,96,96,coverage,1.0,96,96,1.0,1.0
D,all,I3,96,96,abstention,0.0,0,96,0.0,0.0
D,all,I3,96,96,decision_coverage,1.0,96,96,1.0,1.0
D,all,I3,96,96,accuracy,0.0,0,96,0.0,0.0
D,all,I4,48,48,VAR,,0,0,,
D,all,I4,48,48,VRR,,0,0,,
D,all,I4,48,48,VIR,,0,0,,
D,all,I4,48,48,IAR,1.0,48,48,1.0,1.0
D,all,I4,48,48,IDR,0.0,0,48,0.0,0.0
D,all,I4,48,48,IDR_indet,,0,0,,
D,all,I4,48,48,coverage,1.0,48,48,1.0,1.0
D,all,I4,48,48,abstention,0.0,0,48,0.0,0.0
D,all,I4,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,I4,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,I5,72,72,VAR,,0,0,,
D,all,I5,72,72,VRR,,0,0,,
D,all,I5,72,72,VIR,,0,0,,
D,all,I5,72,72,IAR,1.0,72,72,1.0,1.0
D,all,I5,72,72,IDR,0.0,0,72,0.0,0.0
D,all,I5,72,72,IDR_indet,,0,0,,
D,all,I5,72,72,coverage,1.0,72,72,1.0,1.0
D,all,I5,72,72,abstention,0.0,0,72,0.0,0.0
D,all,I5,72,72,decision_coverage,1.0,72,72,1.0,1.0
D,all,I5,72,72,accuracy,0.0,0,72,0.0,0.0
D,all,I6,48,48,VAR,,0,0,,
D,all,I6,48,48,VRR,,0,0,,
D,all,I6,48,48,VIR,,0,0,,
D,all,I6,48,48,IAR,1.0,48,48,1.0,1.0
D,all,I6,48,48,IDR,0.0,0,48,0.0,0.0
D,all,I6,48,48,IDR_indet,,0,0,,
D,all,I6,48,48,coverage,1.0,48,48,1.0,1.0
D,all,I6,48,48,abstention,0.0,0,48,0.0,0.0
D,all,I6,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,I6,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,I7,48,48,VAR,,0,0,,
D,all,I7,48,48,VRR,,0,0,,
D,all,I7,48,48,VIR,,0,0,,
D,all,I7,48,48,IAR,1.0,48,48,1.0,1.0
D,all,I7,48,48,IDR,0.0,0,48,0.0,0.0
D,all,I7,48,48,IDR_indet,,0,0,,
D,all,I7,48,48,coverage,1.0,48,48,1.0,1.0
D,all,I7,48,48,abstention,0.0,0,48,0.0,0.0
D,all,I7,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,I7,48,48,accuracy,0.0,0,48,0.0,0.0
D,all,I8,48,48,VAR,,0,0,,
D,all,I8,48,48,VRR,,0,0,,
D,all,I8,48,48,VIR,,0,0,,
D,all,I8,48,48,IAR,0.0,0,48,0.0,0.0
D,all,I8,48,48,IDR,1.0,48,48,1.0,1.0
D,all,I8,48,48,IDR_indet,,0,0,,
D,all,I8,48,48,coverage,1.0,48,48,1.0,1.0
D,all,I8,48,48,abstention,0.0,0,48,0.0,0.0
D,all,I8,48,48,decision_coverage,1.0,48,48,1.0,1.0
D,all,I8,48,48,accuracy,1.0,48,48,1.0,1.0
D,all,I9,120,120,VAR,,0,0,,
D,all,I9,120,120,VRR,,0,0,,
D,all,I9,120,120,VIR,,0,0,,
D,all,I9,120,120,IAR,0.0,0,120,0.0,0.0
D,all,I9,120,120,IDR,1.0,120,120,1.0,1.0
D,all,I9,120,120,IDR_indet,,0,0,,
D,all,I9,120,120,coverage,1.0,120,120,1.0,1.0
D,all,I9,120,120,abstention,0.0,0,120,0.0,0.0
D,all,I9,120,120,decision_coverage,1.0,120,120,1.0,1.0
D,all,I9,120,120,accuracy,1.0,120,120,1.0,1.0
D,all,L1,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L1,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L1,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L1,24,24,IAR,,0,0,,
D,all,L1,24,24,IDR,,0,0,,
D,all,L1,24,24,IDR_indet,,0,0,,
D,all,L1,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L1,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L1,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L1,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L10,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L10,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L10,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L10,24,24,IAR,,0,0,,
D,all,L10,24,24,IDR,,0,0,,
D,all,L10,24,24,IDR_indet,,0,0,,
D,all,L10,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L10,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L10,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L10,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L2,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L2,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L2,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L2,24,24,IAR,,0,0,,
D,all,L2,24,24,IDR,,0,0,,
D,all,L2,24,24,IDR_indet,,0,0,,
D,all,L2,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L2,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L2,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L2,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L3,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L3,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L3,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L3,24,24,IAR,,0,0,,
D,all,L3,24,24,IDR,,0,0,,
D,all,L3,24,24,IDR_indet,,0,0,,
D,all,L3,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L3,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L3,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L3,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L4,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L4,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L4,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L4,24,24,IAR,,0,0,,
D,all,L4,24,24,IDR,,0,0,,
D,all,L4,24,24,IDR_indet,,0,0,,
D,all,L4,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L4,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L4,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L4,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L5,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L5,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L5,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L5,24,24,IAR,,0,0,,
D,all,L5,24,24,IDR,,0,0,,
D,all,L5,24,24,IDR_indet,,0,0,,
D,all,L5,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L5,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L5,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L5,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L6,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L6,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L6,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L6,24,24,IAR,,0,0,,
D,all,L6,24,24,IDR,,0,0,,
D,all,L6,24,24,IDR_indet,,0,0,,
D,all,L6,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L6,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L6,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L6,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L7,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L7,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L7,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L7,24,24,IAR,,0,0,,
D,all,L7,24,24,IDR,,0,0,,
D,all,L7,24,24,IDR_indet,,0,0,,
D,all,L7,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L7,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L7,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L7,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L8,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L8,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L8,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L8,24,24,IAR,,0,0,,
D,all,L8,24,24,IDR,,0,0,,
D,all,L8,24,24,IDR_indet,,0,0,,
D,all,L8,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L8,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L8,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L8,24,24,accuracy,1.0,24,24,1.0,1.0
D,all,L9,24,24,VAR,1.0,24,24,1.0,1.0
D,all,L9,24,24,VRR,0.0,0,24,0.0,0.0
D,all,L9,24,24,VIR,0.0,0,24,0.0,0.0
D,all,L9,24,24,IAR,,0,0,,
D,all,L9,24,24,IDR,,0,0,,
D,all,L9,24,24,IDR_indet,,0,0,,
D,all,L9,24,24,coverage,1.0,24,24,1.0,1.0
D,all,L9,24,24,abstention,0.0,0,24,0.0,0.0
D,all,L9,24,24,decision_coverage,1.0,24,24,1.0,1.0
D,all,L9,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,D1,24,24,VAR,,0,0,,
E,canonical,D1,24,24,VRR,,0,0,,
E,canonical,D1,24,24,VIR,,0,0,,
E,canonical,D1,24,24,IAR,,0,0,,
E,canonical,D1,24,24,IDR,,0,0,,
E,canonical,D1,24,24,IDR_indet,1.0,24,24,1.0,1.0
E,canonical,D1,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,D1,24,24,abstention,1.0,24,24,1.0,1.0
E,canonical,D1,24,24,decision_coverage,0.0,0,24,0.0,0.0
E,canonical,D1,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,D2,24,24,VAR,,0,0,,
E,canonical,D2,24,24,VRR,,0,0,,
E,canonical,D2,24,24,VIR,,0,0,,
E,canonical,D2,24,24,IAR,,0,0,,
E,canonical,D2,24,24,IDR,,0,0,,
E,canonical,D2,24,24,IDR_indet,1.0,24,24,1.0,1.0
E,canonical,D2,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,D2,24,24,abstention,1.0,24,24,1.0,1.0
E,canonical,D2,24,24,decision_coverage,0.0,0,24,0.0,0.0
E,canonical,D2,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,D3,24,24,VAR,,0,0,,
E,canonical,D3,24,24,VRR,,0,0,,
E,canonical,D3,24,24,VIR,,0,0,,
E,canonical,D3,24,24,IAR,,0,0,,
E,canonical,D3,24,24,IDR,,0,0,,
E,canonical,D3,24,24,IDR_indet,1.0,24,24,1.0,1.0
E,canonical,D3,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,D3,24,24,abstention,1.0,24,24,1.0,1.0
E,canonical,D3,24,24,decision_coverage,0.0,0,24,0.0,0.0
E,canonical,D3,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,D4,24,24,VAR,,0,0,,
E,canonical,D4,24,24,VRR,,0,0,,
E,canonical,D4,24,24,VIR,,0,0,,
E,canonical,D4,24,24,IAR,,0,0,,
E,canonical,D4,24,24,IDR,,0,0,,
E,canonical,D4,24,24,IDR_indet,1.0,24,24,1.0,1.0
E,canonical,D4,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,D4,24,24,abstention,1.0,24,24,1.0,1.0
E,canonical,D4,24,24,decision_coverage,0.0,0,24,0.0,0.0
E,canonical,D4,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I1,24,24,VAR,,0,0,,
E,canonical,I1,24,24,VRR,,0,0,,
E,canonical,I1,24,24,VIR,,0,0,,
E,canonical,I1,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I1,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I1,24,24,IDR_indet,,0,0,,
E,canonical,I1,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I1,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I1,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I1,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I10,24,24,VAR,,0,0,,
E,canonical,I10,24,24,VRR,,0,0,,
E,canonical,I10,24,24,VIR,,0,0,,
E,canonical,I10,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I10,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I10,24,24,IDR_indet,,0,0,,
E,canonical,I10,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I10,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I10,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I10,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I2,24,24,VAR,,0,0,,
E,canonical,I2,24,24,VRR,,0,0,,
E,canonical,I2,24,24,VIR,,0,0,,
E,canonical,I2,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I2,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I2,24,24,IDR_indet,,0,0,,
E,canonical,I2,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I2,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I2,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I2,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I3,24,24,VAR,,0,0,,
E,canonical,I3,24,24,VRR,,0,0,,
E,canonical,I3,24,24,VIR,,0,0,,
E,canonical,I3,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I3,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I3,24,24,IDR_indet,,0,0,,
E,canonical,I3,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I3,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I3,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I3,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I4,24,24,VAR,,0,0,,
E,canonical,I4,24,24,VRR,,0,0,,
E,canonical,I4,24,24,VIR,,0,0,,
E,canonical,I4,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I4,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I4,24,24,IDR_indet,,0,0,,
E,canonical,I4,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I4,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I4,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I4,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I5,24,24,VAR,,0,0,,
E,canonical,I5,24,24,VRR,,0,0,,
E,canonical,I5,24,24,VIR,,0,0,,
E,canonical,I5,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I5,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I5,24,24,IDR_indet,,0,0,,
E,canonical,I5,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I5,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I5,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I5,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I6,24,24,VAR,,0,0,,
E,canonical,I6,24,24,VRR,,0,0,,
E,canonical,I6,24,24,VIR,,0,0,,
E,canonical,I6,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I6,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I6,24,24,IDR_indet,,0,0,,
E,canonical,I6,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I6,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I6,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I6,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I7,24,24,VAR,,0,0,,
E,canonical,I7,24,24,VRR,,0,0,,
E,canonical,I7,24,24,VIR,,0,0,,
E,canonical,I7,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I7,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I7,24,24,IDR_indet,,0,0,,
E,canonical,I7,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I7,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I7,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I7,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I8,24,24,VAR,,0,0,,
E,canonical,I8,24,24,VRR,,0,0,,
E,canonical,I8,24,24,VIR,,0,0,,
E,canonical,I8,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I8,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I8,24,24,IDR_indet,,0,0,,
E,canonical,I8,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I8,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I8,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I8,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,I9,24,24,VAR,,0,0,,
E,canonical,I9,24,24,VRR,,0,0,,
E,canonical,I9,24,24,VIR,,0,0,,
E,canonical,I9,24,24,IAR,0.0,0,24,0.0,0.0
E,canonical,I9,24,24,IDR,1.0,24,24,1.0,1.0
E,canonical,I9,24,24,IDR_indet,,0,0,,
E,canonical,I9,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,I9,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,I9,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,I9,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L1,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L1,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L1,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L1,24,24,IAR,,0,0,,
E,canonical,L1,24,24,IDR,,0,0,,
E,canonical,L1,24,24,IDR_indet,,0,0,,
E,canonical,L1,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L1,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L1,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L1,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L10,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L10,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L10,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L10,24,24,IAR,,0,0,,
E,canonical,L10,24,24,IDR,,0,0,,
E,canonical,L10,24,24,IDR_indet,,0,0,,
E,canonical,L10,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L10,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L10,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L10,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L2,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L2,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L2,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L2,24,24,IAR,,0,0,,
E,canonical,L2,24,24,IDR,,0,0,,
E,canonical,L2,24,24,IDR_indet,,0,0,,
E,canonical,L2,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L2,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L2,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L2,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L3,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L3,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L3,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L3,24,24,IAR,,0,0,,
E,canonical,L3,24,24,IDR,,0,0,,
E,canonical,L3,24,24,IDR_indet,,0,0,,
E,canonical,L3,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L3,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L3,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L3,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L4,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L4,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L4,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L4,24,24,IAR,,0,0,,
E,canonical,L4,24,24,IDR,,0,0,,
E,canonical,L4,24,24,IDR_indet,,0,0,,
E,canonical,L4,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L4,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L4,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L4,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L5,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L5,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L5,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L5,24,24,IAR,,0,0,,
E,canonical,L5,24,24,IDR,,0,0,,
E,canonical,L5,24,24,IDR_indet,,0,0,,
E,canonical,L5,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L5,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L5,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L5,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L6,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L6,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L6,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L6,24,24,IAR,,0,0,,
E,canonical,L6,24,24,IDR,,0,0,,
E,canonical,L6,24,24,IDR_indet,,0,0,,
E,canonical,L6,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L6,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L6,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L6,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L7,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L7,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L7,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L7,24,24,IAR,,0,0,,
E,canonical,L7,24,24,IDR,,0,0,,
E,canonical,L7,24,24,IDR_indet,,0,0,,
E,canonical,L7,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L7,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L7,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L7,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L8,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L8,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L8,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L8,24,24,IAR,,0,0,,
E,canonical,L8,24,24,IDR,,0,0,,
E,canonical,L8,24,24,IDR_indet,,0,0,,
E,canonical,L8,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L8,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L8,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L8,24,24,accuracy,1.0,24,24,1.0,1.0
E,canonical,L9,24,24,VAR,1.0,24,24,1.0,1.0
E,canonical,L9,24,24,VRR,0.0,0,24,0.0,0.0
E,canonical,L9,24,24,VIR,0.0,0,24,0.0,0.0
E,canonical,L9,24,24,IAR,,0,0,,
E,canonical,L9,24,24,IDR,,0,0,,
E,canonical,L9,24,24,IDR_indet,,0,0,,
E,canonical,L9,24,24,coverage,1.0,24,24,1.0,1.0
E,canonical,L9,24,24,abstention,0.0,0,24,0.0,0.0
E,canonical,L9,24,24,decision_coverage,1.0,24,24,1.0,1.0
E,canonical,L9,24,24,accuracy,1.0,24,24,1.0,1.0
E,single_fault,D1,72,72,VAR,,0,0,,
E,single_fault,D1,72,72,VRR,,0,0,,
E,single_fault,D1,72,72,VIR,,0,0,,
E,single_fault,D1,72,72,IAR,,0,0,,
E,single_fault,D1,72,72,IDR,,0,0,,
E,single_fault,D1,72,72,IDR_indet,1.0,72,72,1.0,1.0
E,single_fault,D1,72,72,coverage,1.0,72,72,1.0,1.0
E,single_fault,D1,72,72,abstention,1.0,72,72,1.0,1.0
E,single_fault,D1,72,72,decision_coverage,0.0,0,72,0.0,0.0
E,single_fault,D1,72,72,accuracy,1.0,72,72,1.0,1.0
E,single_fault,D2,24,24,VAR,,0,0,,
E,single_fault,D2,24,24,VRR,,0,0,,
E,single_fault,D2,24,24,VIR,,0,0,,
E,single_fault,D2,24,24,IAR,,0,0,,
E,single_fault,D2,24,24,IDR,,0,0,,
E,single_fault,D2,24,24,IDR_indet,1.0,24,24,1.0,1.0
E,single_fault,D2,24,24,coverage,1.0,24,24,1.0,1.0
E,single_fault,D2,24,24,abstention,1.0,24,24,1.0,1.0
E,single_fault,D2,24,24,decision_coverage,0.0,0,24,0.0,0.0
E,single_fault,D2,24,24,accuracy,1.0,24,24,1.0,1.0
E,single_fault,D3,24,24,VAR,,0,0,,
E,single_fault,D3,24,24,VRR,,0,0,,
E,single_fault,D3,24,24,VIR,,0,0,,
E,single_fault,D3,24,24,IAR,,0,0,,
E,single_fault,D3,24,24,IDR,,0,0,,
E,single_fault,D3,24,24,IDR_indet,1.0,24,24,1.0,1.0
E,single_fault,D3,24,24,coverage,1.0,24,24,1.0,1.0
E,single_fault,D3,24,24,abstention,1.0,24,24,1.0,1.0
E,single_fault,D3,24,24,decision_coverage,0.0,0,24,0.0,0.0
E,single_fault,D3,24,24,accuracy,1.0,24,24,1.0,1.0
E,single_fault,D4,24,24,VAR,,0,0,,
E,single_fault,D4,24,24,VRR,,0,0,,
E,single_fault,D4,24,24,VIR,,0,0,,
E,single_fault,D4,24,24,IAR,,0,0,,
E,single_fault,D4,24,24,IDR,,0,0,,
